ID,Area,Perim.,Major,Minor,Circ.,Feret,MinFeret,AR,Round,Solidity,spore
1786,127,41.113,13.566,11.92,0.944,14.56,12.728,1.138,0.879,0.914,0
1787,162,48.77,17.827,11.571,0.856,18.028,12.025,1.541,0.649,0.883,1
1788,127,43.113,15.766,10.256,0.859,16.643,11.094,1.537,0.651,0.891,1
1789,122,42.042,15.132,10.266,0.867,16.155,11.0,1.474,0.678,0.91,0
1790,180,52.527,20.015,11.45,0.82,20.616,12.017,1.748,0.572,0.911,1
1791,137,45.213,16.968,10.28,0.842,17.464,10.956,1.651,0.606,0.926,1
1792,103,37.456,14.075,9.317,0.923,14.765,10.2,1.511,0.662,0.912,1
1793,107,38.627,13.478,10.108,0.901,13.928,10.914,1.333,0.75,0.907,1
1794,125,40.87,14.645,10.868,0.94,15.264,11.314,1.348,0.742,0.926,1
1795,122,40.627,14.365,10.814,0.929,15.0,11.0,1.328,0.753,0.931,1
1796,116,40.042,14.966,9.868,0.909,15.811,10.0,1.517,0.659,0.924,1
1797,125,43.113,16.648,9.56,0.845,17.205,9.899,1.742,0.574,0.906,1
1798,126,43.213,16.315,9.833,0.848,16.763,10.0,1.659,0.603,0.926,1
1799,128,42.042,15.926,10.233,0.91,16.492,10.0,1.556,0.643,0.931,1
1800,107,38.042,13.651,9.98,0.929,14.422,10.607,1.368,0.731,0.915,1
1801,103,36.971,12.634,10.38,0.947,13.416,10.0,1.217,0.822,0.941,1
1802,128,41.456,15.187,10.731,0.936,15.811,11.0,1.415,0.707,0.938,1
1803,116,39.456,14.986,9.856,0.936,15.652,10.607,1.521,0.658,0.935,1
1804,114,40.042,14.367,10.103,0.893,15.0,10.733,1.422,0.703,0.905,1
1805,235,77.841,30.027,9.965,0.487,29.428,11.54,3.013,0.332,0.797,1
1806,145,44.284,16.473,11.208,0.929,17.464,11.0,1.47,0.68,0.932,1
1807,133,44.87,16.716,10.13,0.83,17.464,11.068,1.65,0.606,0.896,1
1808,120,41.456,15.579,9.807,0.877,16.155,10.429,1.588,0.63,0.913,1
1809,147,46.527,17.957,10.423,0.853,18.439,10.733,1.723,0.58,0.916,1
1810,140,45.698,17.606,10.124,0.842,18.439,10.607,1.739,0.575,0.918,1
1811,137,45.213,17.079,10.214,0.842,17.464,11.0,1.672,0.598,0.926,1
1812,113,39.213,14.222,10.116,0.923,15.264,11.0,1.406,0.711,0.934,1
1813,148,46.627,18.078,10.424,0.855,18.439,10.0,1.734,0.577,0.94,1
1814,139,44.042,16.731,10.578,0.901,17.117,10.0,1.582,0.632,0.936,1
1815,162,49.113,18.802,10.97,0.844,19.416,11.7,1.714,0.583,0.913,1
1816,142,46.284,18.334,9.862,0.833,19.209,10.817,1.859,0.538,0.913,1
1817,123,41.213,15.188,10.312,0.91,15.524,10.0,1.473,0.679,0.935,1
1818,151,45.456,16.935,11.353,0.918,17.464,11.0,1.492,0.67,0.935,1
1819,160,48.284,18.358,11.097,0.862,18.868,12.017,1.654,0.604,0.922,1
1820,139,44.042,17.168,10.309,0.901,17.889,11.0,1.665,0.6,0.939,1
1821,133,42.971,14.92,11.35,0.905,16.125,11.0,1.315,0.761,0.947,1
1822,161,47.113,16.053,12.77,0.912,17.029,13.435,1.257,0.795,0.912,1
1823,145,46.284,16.317,11.315,0.851,17.088,12.333,1.442,0.693,0.89,1
1824,153,49.941,18.918,10.297,0.771,19.849,11.6,1.837,0.544,0.895,1
1825,165,48.527,17.966,11.693,0.88,18.601,12.6,1.536,0.651,0.914,1
1826,141,45.698,17.115,10.49,0.848,17.804,11.314,1.632,0.613,0.91,1
1827,116,39.456,14.149,10.439,0.936,15.264,11.314,1.355,0.738,0.913,1
1828,114,40.87,12.935,11.222,0.858,14.142,11.884,1.153,0.868,0.887,0
1829,176,53.698,20.771,10.789,0.767,21.587,11.884,1.925,0.519,0.898,1
1830,197,57.598,20.762,12.081,0.746,22.204,13.313,1.719,0.582,0.881,0
1831,147,47.456,18.424,10.159,0.82,18.974,10.667,1.814,0.551,0.905,1
1832,249,71.799,32.63,9.716,0.607,30.414,9.689,3.358,0.298,0.922,0
1833,139,44.284,17.016,10.401,0.891,17.889,11.6,1.636,0.611,0.917,1
1834,100,38.042,13.783,9.238,0.868,14.765,10.286,1.492,0.67,0.897,1
1835,123,40.042,14.893,10.515,0.964,15.297,10.0,1.416,0.706,0.943,1
1836,119,40.627,15.585,9.722,0.906,16.643,10.733,1.603,0.624,0.93,1
1837,134,44.284,15.998,10.665,0.859,16.492,11.0,1.5,0.667,0.899,1
1838,137,44.87,16.35,10.669,0.855,17.263,11.0,1.533,0.653,0.904,1
1839,129,42.627,15.894,10.334,0.892,16.279,10.0,1.538,0.65,0.925,1
1840,111,38.042,14.022,10.079,0.964,14.765,10.733,1.391,0.719,0.929,1
1841,121,41.456,15.394,10.008,0.885,16.553,10.914,1.538,0.65,0.91,1
1842,109,38.627,14.424,9.622,0.918,15.264,10.0,1.499,0.667,0.924,1
1843,127,43.113,16.944,9.543,0.859,17.205,10.6,1.775,0.563,0.901,1
1844,151,46.627,17.928,10.724,0.873,18.385,11.0,1.672,0.598,0.935,1
1845,148,46.87,16.339,11.533,0.847,17.889,12.748,1.417,0.706,0.908,1
1846,119,40.627,14.574,10.397,0.906,15.297,10.0,1.402,0.713,0.922,1
1847,127,40.87,15.167,10.662,0.955,15.811,11.0,1.423,0.703,0.927,1
1848,135,43.213,16.604,10.352,0.908,17.088,10.0,1.604,0.623,0.941,1
1849,109,38.627,13.57,10.227,0.918,14.318,10.0,1.327,0.754,0.908,1
1850,139,44.527,16.75,10.566,0.881,17.464,11.2,1.585,0.631,0.911,1
1851,111,38.042,14.09,10.03,0.964,15.0,10.607,1.405,0.712,0.933,1
1852,125,42.042,15.881,10.022,0.889,17.029,10.607,1.585,0.631,0.933,1
1853,264,63.841,21.734,15.466,0.814,23.77,17.0,1.405,0.712,0.899,0
1854,156,47.698,17.325,11.465,0.862,18.439,12.0,1.511,0.662,0.912,1
1855,119,40.627,14.784,10.249,0.906,15.652,11.0,1.442,0.693,0.922,1
1856,143,46.284,16.813,10.829,0.839,17.493,11.628,1.553,0.644,0.899,1
1857,131,42.87,16.811,9.922,0.896,17.493,10.607,1.694,0.59,0.936,1
1858,166,51.698,20.238,10.443,0.78,21.19,11.314,1.938,0.516,0.905,1
1859,135,44.87,16.855,10.198,0.843,18.028,11.314,1.653,0.605,0.915,1
1860,163,49.113,18.333,11.321,0.849,19.235,12.0,1.619,0.618,0.911,1
1861,176,52.527,19.194,11.675,0.802,20.616,12.965,1.644,0.608,0.896,1
1862,181,50.284,17.246,13.363,0.9,18.028,13.736,1.291,0.775,0.919,1
1863,285,75.154,31.507,11.517,0.634,30.017,12.795,2.736,0.366,0.848,0
1864,192,55.355,20.15,12.132,0.787,21.541,12.969,1.661,0.602,0.901,1
1865,123,43.113,15.961,9.812,0.832,17.088,10.607,1.627,0.615,0.898,1
1866,175,51.698,16.888,13.193,0.823,18.028,13.0,1.28,0.781,0.936,1
1867,198,57.113,22.102,11.406,0.763,22.361,12.127,1.938,0.516,0.906,1
1868,139,45.456,17.52,10.101,0.845,18.248,10.0,1.734,0.577,0.93,1
1869,463,117.054,54.472,10.822,0.425,52.355,12.075,5.033,0.199,0.854,0
1870,121,42.042,15.733,9.793,0.86,16.279,10.0,1.607,0.622,0.917,1
1871,218,57.355,22.176,12.517,0.833,22.361,13.313,1.772,0.564,0.918,1
1872,100,37.213,14.137,9.006,0.907,15.232,9.0,1.57,0.637,0.926,1
1873,172,51.941,18.358,11.929,0.801,19.723,13.0,1.539,0.65,0.908,1
1874,177,50.87,18.593,12.121,0.86,18.868,12.612,1.534,0.652,0.924,1
1875,261,75.355,32.64,10.181,0.578,31.257,11.158,3.206,0.312,0.846,0
1876,131,42.627,16.237,10.272,0.906,16.492,10.0,1.581,0.633,0.939,1
1877,105,38.042,14.657,9.121,0.912,15.033,9.0,1.607,0.622,0.921,1
1878,127,42.042,15.529,10.413,0.903,16.155,10.85,1.491,0.671,0.914,1
1879,123,42.527,15.829,9.894,0.855,16.401,10.607,1.6,0.625,0.888,1
1880,138,44.042,16.991,10.341,0.894,17.464,10.914,1.643,0.609,0.936,1
1881,122,41.213,15.26,10.179,0.903,15.811,10.0,1.499,0.667,0.935,1
1882,116,41.213,14.558,10.146,0.858,15.264,10.436,1.435,0.697,0.91,1
1883,142,44.042,16.601,10.891,0.92,17.088,11.0,1.524,0.656,0.944,1
1884,149,46.627,18.384,10.32,0.861,18.682,10.0,1.781,0.561,0.946,1
1885,132,42.284,16.055,10.468,0.928,16.643,11.094,1.534,0.652,0.926,1
1886,131,44.527,17.004,9.809,0.83,17.493,10.733,1.733,0.577,0.888,1
1887,298,84.912,29.123,13.029,0.519,31.257,16.0,2.235,0.447,0.788,0
1888,187,54.77,18.986,12.541,0.783,20.881,13.914,1.514,0.661,0.874,0
1889,150,46.627,18.31,10.431,0.867,18.439,10.0,1.755,0.57,0.94,1
1890,149,46.042,17.918,10.588,0.883,18.248,10.0,1.692,0.591,0.94,1
1891,123,40.042,14.537,10.773,0.964,15.264,11.0,1.349,0.741,0.935,1
1892,136,43.213,16.702,10.367,0.915,17.088,10.0,1.611,0.621,0.944,1
1893,117,39.698,14.438,10.318,0.933,15.0,10.607,1.399,0.715,0.911,1
1894,137,43.698,16.606,10.504,0.902,17.205,11.314,1.581,0.633,0.916,1
1895,165,48.527,19.26,10.908,0.88,19.849,11.314,1.766,0.566,0.932,1
1896,102,38.87,13.883,9.354,0.848,14.422,10.262,1.484,0.674,0.879,1
1897,179,49.113,17.594,12.954,0.933,18.868,13.435,1.358,0.736,0.932,1
1898,126,42.87,15.234,10.531,0.862,16.279,11.6,1.447,0.691,0.897,1
1899,152,48.284,18.678,10.362,0.819,19.235,11.18,1.803,0.555,0.913,1
1900,142,44.627,17.43,10.373,0.896,17.72,10.0,1.68,0.595,0.944,1
1901,150,46.627,17.456,10.941,0.867,17.72,11.0,1.595,0.627,0.94,1
1902,137,43.213,16.471,10.59,0.922,16.763,10.0,1.555,0.643,0.958,1
1903,160,48.284,18.045,11.29,0.862,18.682,11.783,1.598,0.626,0.909,1
1904,140,44.284,15.595,11.43,0.897,17.0,12.333,1.364,0.733,0.903,1
1905,142,45.113,17.115,10.564,0.877,17.889,11.49,1.62,0.617,0.902,1
1906,129,42.87,15.281,10.748,0.882,15.811,11.384,1.422,0.703,0.902,1
1907,127,40.87,14.224,11.369,0.955,14.866,12.0,1.251,0.799,0.924,1
1908,188,53.355,20.428,11.717,0.83,21.633,12.728,1.743,0.574,0.913,1
1909,295,79.598,33.795,11.114,0.585,33.106,12.098,3.041,0.329,0.866,0
1910,177,53.941,21.243,10.609,0.764,23.345,11.314,2.002,0.499,0.905,1
1911,197,53.113,19.689,12.739,0.878,20.809,13.435,1.546,0.647,0.923,1
1912,176,48.527,16.35,13.706,0.939,18.028,14.0,1.193,0.838,0.936,0
1913,129,43.456,16.209,10.133,0.858,16.553,10.686,1.6,0.625,0.908,1
1914,112,40.284,15.241,9.357,0.867,15.811,9.899,1.629,0.614,0.907,1
1915,120,40.627,14.83,10.303,0.914,15.62,11.0,1.439,0.695,0.934,1
1916,117,40.284,15.014,9.922,0.906,15.811,10.733,1.513,0.661,0.911,1
1917,144,45.698,18.248,10.047,0.867,19.209,10.607,1.816,0.551,0.926,1
1918,136,45.113,17.042,10.161,0.84,17.205,10.932,1.677,0.596,0.901,1
1919,128,43.698,17.263,9.441,0.842,17.493,10.262,1.829,0.547,0.918,1
1920,100,37.456,15.191,8.381,0.896,15.811,9.153,1.813,0.552,0.917,1
1921,127,42.284,15.821,10.221,0.893,16.643,11.094,1.548,0.646,0.914,1
1922,121,42.284,16.857,9.14,0.85,17.205,9.899,1.844,0.542,0.913,1
1923,114,39.799,15.553,9.332,0.904,15.811,9.0,1.667,0.6,0.946,1
1924,107,37.456,13.987,9.74,0.958,14.765,10.607,1.436,0.696,0.922,1
1925,107,38.385,13.529,10.07,0.913,14.318,10.0,1.343,0.744,0.934,0
1926,209,54.87,19.604,13.574,0.872,20.809,14.552,1.444,0.692,0.923,1
1927,130,42.87,14.989,11.043,0.889,15.811,12.021,1.357,0.737,0.915,1
1928,113,38.627,14.531,9.901,0.952,15.232,10.0,1.468,0.681,0.934,1
1929,105,38.385,13.44,9.947,0.896,14.318,10.0,1.351,0.74,0.929,1
1930,120,40.042,14.372,10.631,0.941,15.0,11.18,1.352,0.74,0.92,1
1931,136,42.87,16.292,10.629,0.93,17.0,11.628,1.533,0.652,0.928,1
1932,153,47.456,17.654,11.035,0.854,18.248,11.0,1.6,0.625,0.924,1
1933,151,46.284,17.223,11.163,0.886,17.889,11.628,1.543,0.648,0.924,1
1934,111,38.385,13.52,10.454,0.947,13.928,10.0,1.293,0.773,0.945,1
1935,125,41.698,15.31,10.395,0.903,16.125,11.18,1.473,0.679,0.909,1
1936,138,43.941,16.577,10.599,0.898,17.0,11.314,1.564,0.639,0.905,1
1937,153,49.113,16.864,11.551,0.797,18.601,12.256,1.46,0.685,0.882,1
1938,163,49.113,18.373,11.296,0.849,19.313,12.159,1.627,0.615,0.898,1
1939,155,47.941,17.704,11.147,0.847,18.601,12.021,1.588,0.63,0.896,1
1940,107,38.87,15.113,9.015,0.89,15.811,9.192,1.676,0.596,0.926,1
1941,145,45.113,17.938,10.292,0.895,18.601,10.607,1.743,0.574,0.932,1
1942,113,38.627,13.271,10.841,0.952,13.928,11.0,1.224,0.817,0.93,1
1943,135,42.87,15.374,11.181,0.923,16.155,12.0,1.375,0.727,0.928,1
1944,120,40.87,14.618,10.452,0.903,15.264,11.371,1.399,0.715,0.899,1
1945,115,40.042,15.104,9.694,0.901,15.811,10.607,1.558,0.642,0.931,1
1946,127,41.456,15.325,10.551,0.929,15.811,11.0,1.452,0.689,0.927,1
1947,111,38.87,14.464,9.771,0.923,15.232,10.672,1.48,0.676,0.91,1
1948,158,47.698,17.857,11.266,0.873,18.601,12.021,1.585,0.631,0.919,1
1949,127,41.456,15.121,10.694,0.929,15.811,11.0,1.414,0.707,0.934,1
1950,114,39.456,14.916,9.731,0.92,15.811,10.607,1.533,0.652,0.919,1
1951,146,47.113,18.354,10.128,0.827,18.868,11.18,1.812,0.552,0.898,1
1952,132,43.698,16.315,10.302,0.869,17.088,11.068,1.584,0.631,0.901,1
1953,124,41.456,15.399,10.253,0.907,16.125,11.068,1.502,0.666,0.912,1
1954,128,41.941,15.649,10.415,0.914,16.155,10.607,1.503,0.666,0.911,1
1955,120,40.87,14.721,10.379,0.903,15.524,10.914,1.418,0.705,0.902,1
1956,131,44.042,17.356,9.61,0.849,17.72,10.0,1.806,0.554,0.919,1
1957,124,40.87,14.426,10.944,0.933,15.264,11.628,1.318,0.759,0.915,1
1958,215,59.598,21.343,12.826,0.761,22.361,14.579,1.664,0.601,0.869,0
1959,123,41.456,15.375,10.186,0.899,16.279,10.0,1.509,0.662,0.925,1
1960,138,44.87,16.906,10.393,0.861,17.493,11.18,1.627,0.615,0.917,1
1961,105,37.799,13.762,9.715,0.924,14.422,10.0,1.417,0.706,0.921,1
1962,111,38.87,14.256,9.914,0.923,14.866,10.607,1.438,0.695,0.925,1
1963,103,37.213,13.025,10.068,0.935,13.601,10.0,1.294,0.773,0.924,1
1964,123,42.284,14.986,10.45,0.864,15.524,10.914,1.434,0.697,0.908,1
1965,131,42.284,15.668,10.645,0.921,16.155,11.371,1.472,0.679,0.916,1
1966,143,45.213,17.59,10.351,0.879,17.72,10.0,1.699,0.588,0.947,1
1967,135,43.213,15.556,11.049,0.908,16.155,11.0,1.408,0.71,0.938,1
1968,138,44.284,15.775,11.138,0.884,16.763,12.0,1.416,0.706,0.911,1
1969,121,40.042,15.171,10.155,0.948,15.524,10.0,1.494,0.669,0.938,1
1970,145,44.87,17.261,10.696,0.905,17.464,11.0,1.614,0.62,0.924,1
1971,142,44.284,16.678,10.841,0.91,17.493,11.557,1.538,0.65,0.925,1
1972,102,36.87,12.89,10.075,0.943,13.601,10.607,1.279,0.782,0.907,1
1973,113,40.284,13.976,10.295,0.875,14.56,10.817,1.358,0.737,0.893,1
1974,243,69.012,28.966,10.681,0.641,28.653,12.522,2.712,0.369,0.839,0
1975,128,42.284,15.437,10.557,0.9,16.155,11.557,1.462,0.684,0.908,1
1976,121,40.87,14.311,10.765,0.91,15.0,11.371,1.329,0.752,0.903,1
1977,137,44.284,17.074,10.216,0.878,17.72,10.914,1.671,0.598,0.913,1
1978,170,49.941,19.633,11.025,0.857,20.0,11.314,1.781,0.562,0.929,1
1979,117,40.627,15.154,9.831,0.891,15.811,10.0,1.541,0.649,0.918,1
1980,139,44.627,16.25,10.891,0.877,16.763,11.0,1.492,0.67,0.924,1
1981,197,60.184,21.541,11.644,0.683,23.431,12.582,1.85,0.541,0.887,1
1982,147,57.698,17.758,10.54,0.555,19.416,13.0,1.685,0.594,0.766,0
1983,154,47.698,17.678,11.092,0.851,18.601,12.021,1.594,0.627,0.917,1
1984,170,52.042,17.687,12.238,0.789,19.235,12.587,1.445,0.692,0.892,1
1985,101,37.456,14.235,9.034,0.905,14.866,9.701,1.576,0.635,0.906,1
1986,137,44.527,16.31,10.695,0.868,17.088,11.628,1.525,0.656,0.898,1
1987,180,51.113,19.644,11.667,0.866,20.248,12.322,1.684,0.594,0.921,1
1988,115,39.698,15.461,9.471,0.917,15.811,9.899,1.632,0.613,0.916,1
1989,189,63.113,25.814,9.322,0.596,25.495,11.126,2.769,0.361,0.84,1
1990,361,105.397,47.994,9.577,0.408,44.944,11.292,5.011,0.2,0.824,0
1991,111,38.627,14.459,9.775,0.935,15.264,10.607,1.479,0.676,0.933,1
1992,164,49.698,18.946,11.021,0.834,19.313,11.642,1.719,0.582,0.919,1
1993,122,40.87,15.461,10.047,0.918,16.125,10.804,1.539,0.65,0.914,1
1994,120,40.87,14.875,10.272,0.903,15.811,11.088,1.448,0.691,0.902,1
1995,125,42.527,16.071,9.903,0.869,16.401,10.607,1.623,0.616,0.89,1
1996,308,79.698,35.085,11.177,0.609,33.734,11.4,3.139,0.319,0.907,0
1997,132,42.284,15.632,10.751,0.928,16.401,11.314,1.454,0.688,0.92,1
1998,108,38.627,13.159,10.45,0.91,13.928,11.0,1.259,0.794,0.911,1
1999,118,40.87,15.446,9.727,0.888,15.811,10.6,1.588,0.63,0.911,1
2000,134,42.042,14.418,11.833,0.953,15.264,12.728,1.218,0.821,0.937,1
2001,128,42.87,14.067,11.585,0.875,15.62,12.728,1.214,0.824,0.889,1
2002,212,57.113,21.805,12.379,0.817,23.431,13.416,1.761,0.568,0.92,1
2003,168,51.698,19.882,10.759,0.79,21.541,11.597,1.848,0.541,0.903,1
2004,178,53.941,20.921,10.833,0.769,22.672,12.021,1.931,0.518,0.908,1
2005,154,47.113,17.683,11.088,0.872,18.601,12.021,1.595,0.627,0.911,1
2006,146,44.87,15.978,11.634,0.911,17.088,12.0,1.373,0.728,0.915,1
2007,180,53.941,18.8,12.191,0.777,21.095,14.0,1.542,0.648,0.893,1
2008,186,53.941,20.765,11.405,0.803,22.023,12.481,1.821,0.549,0.91,1
2009,148,46.87,18.326,10.283,0.847,19.723,11.314,1.782,0.561,0.937,1
2010,114,39.456,14.84,9.781,0.92,15.62,10.607,1.517,0.659,0.919,1
2011,143,45.113,17.095,10.65,0.883,17.804,11.314,1.605,0.623,0.914,1
2012,128,41.456,14.762,11.04,0.936,15.811,12.021,1.337,0.748,0.924,1
2013,139,43.698,16.691,10.603,0.915,17.205,11.314,1.574,0.635,0.927,1
2014,119,40.87,14.565,10.403,0.895,15.62,11.314,1.4,0.714,0.922,1
2015,103,36.87,13.246,9.9,0.952,14.318,10.0,1.338,0.747,0.916,1
2016,114,38.627,13.83,10.496,0.96,14.765,11.0,1.318,0.759,0.927,1
2017,133,43.456,16.425,10.31,0.885,17.117,10.0,1.593,0.628,0.927,1
2018,139,45.456,16.553,10.692,0.845,18.385,11.0,1.548,0.646,0.917,1
2019,140,45.698,17.288,10.311,0.842,18.439,11.314,1.677,0.596,0.895,1
2020,160,46.87,17.288,11.784,0.915,18.601,12.728,1.467,0.682,0.933,0
2021,150,47.355,18.456,10.348,0.841,18.601,10.607,1.784,0.561,0.915,1
2022,137,44.284,17.067,10.221,0.878,17.493,10.733,1.67,0.599,0.919,1
2023,139,44.87,17.03,10.392,0.868,18.028,11.18,1.639,0.61,0.924,1
2024,125,42.042,14.585,10.912,0.889,15.811,11.0,1.337,0.748,0.906,1
2025,245,61.355,20.079,15.536,0.818,21.541,17.278,1.292,0.774,0.897,0
2026,113,39.213,14.375,10.009,0.923,14.866,10.0,1.436,0.696,0.926,1
2027,201,62.184,21.37,11.976,0.653,22.825,13.313,1.784,0.56,0.88,0
2028,144,44.87,15.847,11.57,0.899,16.492,12.0,1.37,0.73,0.911,1
2029,143,44.627,16.109,11.302,0.902,16.763,11.0,1.425,0.702,0.932,1
2030,156,46.87,18.213,10.906,0.892,18.682,11.0,1.67,0.599,0.934,1
2031,177,49.698,16.081,14.014,0.901,17.088,14.8,1.147,0.871,0.915,1
2032,137,43.941,16.253,10.733,0.892,17.464,11.314,1.514,0.66,0.91,1
2033,194,57.113,21.086,11.714,0.747,22.204,12.587,1.8,0.556,0.882,1
2034,185,51.941,19.666,11.978,0.862,20.591,12.758,1.642,0.609,0.914,1
2035,128,41.698,15.38,10.597,0.925,16.553,11.314,1.451,0.689,0.918,1
2036,102,56.184,20.866,6.224,0.406,23.431,7.778,3.353,0.298,0.736,0
2037,191,53.941,17.241,14.106,0.825,20.125,14.849,1.222,0.818,0.905,0
2038,139,42.87,14.646,12.084,0.95,15.652,12.0,1.212,0.825,0.924,1
2039,146,44.284,16.657,11.16,0.936,17.493,12.021,1.493,0.67,0.933,1
2040,174,48.87,16.268,13.618,0.916,17.205,13.0,1.195,0.837,0.941,1
2041,157,47.113,17.454,11.453,0.889,18.601,12.021,1.524,0.656,0.926,1
2042,113,38.627,14.042,10.246,0.952,15.0,11.0,1.37,0.73,0.934,1
2043,174,49.113,15.987,13.858,0.907,17.464,14.0,1.154,0.867,0.918,0
2044,122,40.627,14.43,10.765,0.929,15.264,11.0,1.34,0.746,0.931,1
2045,127,42.042,15.504,10.43,0.903,16.553,11.0,1.487,0.673,0.93,1
2046,149,46.284,16.972,11.178,0.874,17.804,12.075,1.518,0.659,0.911,1
2047,120,41.456,16.598,9.205,0.877,17.205,9.839,1.803,0.555,0.93,1
2048,114,38.627,14.221,10.207,0.96,14.866,10.0,1.393,0.718,0.934,1
2049,189,51.698,18.724,12.852,0.889,19.313,13.532,1.457,0.686,0.924,1
2050,148,45.456,17.42,10.818,0.9,17.72,11.0,1.61,0.621,0.931,0
2051,130,42.627,16.139,10.256,0.899,16.763,10.0,1.574,0.635,0.935,1
2052,163,48.87,17.49,11.866,0.858,19.235,12.659,1.474,0.678,0.903,1
2053,148,45.456,17.267,10.913,0.9,17.72,11.0,1.582,0.632,0.934,1
2054,134,42.87,14.817,11.515,0.916,16.155,12.0,1.287,0.777,0.912,1
2055,127,42.627,15.381,10.513,0.878,15.811,11.0,1.463,0.683,0.914,1
2056,136,44.284,16.747,10.34,0.871,17.692,11.088,1.62,0.617,0.913,1
2057,161,46.87,17.54,11.687,0.921,18.028,12.0,1.501,0.666,0.931,1
2058,155,46.627,17.895,11.028,0.896,18.385,11.0,1.623,0.616,0.939,1
2059,154,47.698,17.849,10.986,0.851,18.358,12.005,1.625,0.615,0.911,1
2060,151,45.698,16.67,11.533,0.909,17.263,12.0,1.445,0.692,0.918,1
2061,161,48.527,17.101,11.987,0.859,18.028,12.522,1.427,0.701,0.899,1
2062,141,44.042,16.454,10.911,0.913,16.763,11.0,1.508,0.663,0.931,1
2063,210,59.598,23.472,11.391,0.743,24.698,12.522,2.06,0.485,0.901,1
2064,137,44.042,16.92,10.309,0.888,17.263,10.0,1.641,0.609,0.932,1
2065,238,68.042,29.805,10.167,0.646,28.862,10.0,2.932,0.341,0.932,1
2066,155,46.042,17.486,11.287,0.919,18.028,11.0,1.549,0.645,0.948,1
2067,143,44.87,16.784,10.848,0.893,17.72,11.0,1.547,0.646,0.923,1
2068,143,44.527,16.022,11.364,0.906,16.643,12.021,1.41,0.709,0.908,1
2069,164,47.698,17.873,11.683,0.906,18.601,12.6,1.53,0.654,0.927,1
2075,156,49.113,17.322,11.467,0.813,17.72,12.589,1.511,0.662,0.867,1
2087,166,55.012,23.037,9.175,0.689,23.431,9.995,2.511,0.398,0.874,1
2090,388,118.368,28.557,17.3,0.348,32.985,22.141,1.651,0.606,0.729,0
2091,211,59.841,22.662,11.855,0.74,23.324,12.758,1.912,0.523,0.885,1
2092,137,46.77,19.224,9.074,0.787,19.416,9.899,2.119,0.472,0.881,1
2096,168,56.527,20.271,10.552,0.661,22.204,12.075,1.921,0.521,0.844,1
2098,133,46.971,20.003,8.466,0.758,19.416,8.0,2.363,0.423,0.95,1
2102,121,45.456,15.791,9.757,0.736,17.692,11.302,1.618,0.618,0.832,0
2104,371,125.539,43.016,10.981,0.296,50.804,15.422,3.917,0.255,0.638,0
2107,386,143.095,29.216,16.822,0.237,49.092,25.418,1.737,0.576,0.434,0
2108,187,54.87,21.18,11.241,0.781,21.587,12.0,1.884,0.531,0.914,1
2110,140,50.87,20.141,8.85,0.68,21.471,10.252,2.276,0.439,0.87,1
2111,566,173.095,56.613,12.729,0.237,67.476,19.693,4.447,0.225,0.54,0
2112,262,80.426,33.292,10.02,0.509,32.985,11.783,3.322,0.301,0.829,1
2113,253,80.083,25.374,12.695,0.496,28.284,16.0,1.999,0.5,0.696,0
2114,292,89.841,27.301,13.618,0.455,31.016,18.125,2.005,0.499,0.699,1
2116,186,61.113,24.013,9.862,0.626,25.632,11.0,2.435,0.411,0.905,1
2119,140,49.113,19.399,9.189,0.729,19.647,10.286,2.111,0.474,0.878,1
2122,172,56.426,22.573,9.702,0.679,23.022,11.2,2.327,0.43,0.849,1
2133,304,100.811,27.76,13.943,0.376,33.615,18.82,1.991,0.502,0.619,0
2136,336,88.326,30.532,14.012,0.541,31.305,17.0,2.179,0.459,0.824,0
2138,296,85.397,29.743,12.671,0.51,32.28,16.484,2.347,0.426,0.747,1
2139,348,98.225,36.938,11.995,0.453,39.661,16.201,3.079,0.325,0.733,1
2145,133,42.042,14.622,11.581,0.946,15.232,11.783,1.263,0.792,0.924,0
2146,135,43.698,14.895,11.54,0.888,15.652,12.225,1.291,0.775,0.897,1
2151,538,142.711,31.41,21.808,0.332,44.418,31.0,1.44,0.694,0.613,0
2153,248,70.426,25.464,12.401,0.628,27.857,15.016,2.053,0.487,0.857,1
2154,346,91.154,33.65,13.092,0.523,37.802,16.275,2.57,0.389,0.785,0
2155,299,88.569,32.432,11.738,0.479,35.805,15.409,2.763,0.362,0.752,0
2158,183,51.456,19.653,11.856,0.869,19.925,12.0,1.658,0.603,0.931,1
2159,548,128.368,50.636,13.779,0.418,53.451,17.198,3.675,0.272,0.786,0
2160,323,87.74,31.673,12.984,0.527,34.132,17.067,2.439,0.41,0.763,1
2162,201,55.113,19.872,12.878,0.832,21.19,14.0,1.543,0.648,0.916,1
2167,287,73.497,25.782,14.173,0.668,27.857,16.306,1.819,0.55,0.808,1
2168,303,83.841,34.849,11.07,0.542,35.511,13.416,3.148,0.318,0.826,1
2171,339,91.012,37.417,11.535,0.514,36.346,12.964,3.244,0.308,0.833,1
2172,171,51.355,20.365,10.691,0.815,21.26,11.314,1.905,0.525,0.912,1
2173,237,60.87,23.645,12.762,0.804,23.77,13.582,1.853,0.54,0.929,1
2174,261,67.598,25.525,13.019,0.718,26.401,14.468,1.961,0.51,0.873,1
2175,279,67.113,24.817,14.314,0.778,24.739,15.173,1.734,0.577,0.899,1
